planet_ID,planet_temp,log_H2O,log_CO2,log_CH4,log_CO,log_NH3
7847,753.8155168693402,-9.088322669960784,-4.286305995496218,-4.6788093887554245,-6.6691237524945,-6.5326200888280015
7848,1362.6337245881466,-9.209225320514172,-4.03202666665731,-5.039729161024444,-6.836099749732469,-9.400457810389446
7849,441.6330314304711,-9.1165574338936,-6.743155416820444,-4.479577483072698,-4.651725881580531,-6.320896965981932
7850,1700.406854418629,-8.822065856842624,-7.023934171689194,-9.16739053166874,-7.507312070373842,-4.5115576465504645
7851,797.631031850834,-3.7163840045341736,-5.412205288012257,-9.499725206163408,-7.139004824412433,-9.108639237800412
7852,1228.2013505875009,-4.522488693328215,-6.923840108658766,-4.251371124632661,-7.849768175895549,-5.618714359766727
7853,663.049207619168,-4.727783465831772,-8.44182804306635,-4.117118553879043,-5.672132757230373,-9.485492742851742
7854,850.9492131590055,-9.303324439765014,-4.971434278050358,-5.404737177047856,-4.352232460632882,-4.3016828918375865
7855,1349.757309277623,-7.663146120131646,-6.52520857415451,-9.120856139634576,-7.179388445649037,-9.3077757548964
7856,889.1698298425763,-5.6727677870846565,-4.610067389240636,-9.876968942338642,-8.030939856492754,-9.411702854662613
7857,1078.583368642366,-9.57158902162196,-7.530002560265327,-6.774583652191629,-4.4203008487180355,-6.926994064484271
7858,587.2971300606649,-4.567258915839038,-6.544457065797519,-4.993331659266013,-3.683345277883031,-4.831336892466408
7859,1771.4844343602,-4.574605615139325,-4.616965604169408,-3.198379840381575,-7.466757113559785,-8.465002756498334
7860,3219.121793325138,-5.325612861821053,-9.59140861248853,-4.514896743081782,-5.679501791636356,-8.838875420804396
7861,1533.7860897396372,-4.935196379905568,-4.390354313299015,-4.585215535988871,-7.399401001581668,-8.886010813029081
7862,2042.426347881912,-3.9349204166434664,-9.350501274021193,-8.770969381379519,-7.174132816223159,-8.611583085718319
7863,1243.284459677275,-5.576281835332981,-5.602166645513807,-4.830321818075015,-7.506273366739362,-9.185898286239611
7864,1285.5110602244251,-4.147675997162407,-7.386525779034195,-6.976838334370627,-5.675144828573352,-5.7507065358998855
7865,579.5253529613946,-3.2084143910737386,-9.534328608739338,-9.280297966455722,-4.804321810063711,-4.499862634702815
7866,2008.3078867884344,-9.161986222581074,-6.911936461058708,-9.52992390875819,-3.2932316198038625,-5.501182942149393
7867,1263.591987329674,-3.296539600937543,-4.414073246621206,-9.072881537124328,-7.511088163753002,-6.331965143481033
7868,661.3791598869309,-4.219434039574081,-4.791676383052349,-5.681082081740922,-4.411597517466225,-4.532707797732666
7869,477.91821741803506,-8.987074299596838,-5.6167368975272325,-3.2100073265118807,-3.800701282562095,-5.942049305270611
7870,496.1215082160947,-8.86168877118426,-8.275465025867685,-2.979169922842191,-4.191435380586235,-5.7443944714284285
7871,351.96113038030387,-7.735430411430649,-8.417408306285077,-3.926039814689112,-3.684523677984619,-5.959739755681306
7872,390.307855939586,-9.14334887015064,-5.1122213995380195,-4.316390385753162,-5.090575055020409,-9.479569808738123
7873,1944.810967239786,-6.1750167116952,-6.943548931180396,-9.816067530099348,-3.8850241565345662,-9.198828202139287
7874,1500.5151541220391,-5.754315196248848,-7.683071925885621,-8.529028890989636,-3.843577609915579,-4.536996296049257
7875,3739.4662672778913,-6.240208586669909,-5.807838274707172,-6.22682851651139,-5.484965994578543,-9.289352023524634
7876,1006.7718839491577,-9.79944753359602,-7.182974903098248,-9.7125295272138,-3.887491723853415,-9.629651421081608
7877,4215.870658025999,-8.9294916942982,-8.610319983448818,-4.937105225898826,-5.172571934083844,-4.588808718590224
7878,637.6513250570608,-9.079757457871782,-9.464727547173744,-4.7299554243073265,-4.897265242387565,-9.612289193188031
7879,1288.2890988436368,-5.085168261673785,-9.55051090279956,-9.229159788767856,-3.7216540473787103,-4.24976862788604
7880,1592.6067126936612,-9.6371350727679,-6.978802949853129,-9.647365426399192,-4.321500969149211,-9.343031182852435
7881,401.5804195935106,-5.804149733219505,-7.209588894701996,-6.208128064207724,-5.944645875214519,-5.273043445331584
7882,144.35619995052485,-8.92560545101264,-6.760215521995657,-5.2147140409987305,-4.485773903149513,-4.975056230400337
7883,1869.4145000475175,-5.142197260163558,-9.549495907323733,-9.661189326505898,-4.451165815084104,-9.120681604489786
7884,508.1458839359214,-4.944271762494877,-6.040828492119944,-7.361497935016818,-4.278894810430623,-9.753911946928168
7885,427.7446846380463,-5.778291278318829,-6.887110955509926,-6.658507755488024,-3.0894387780326884,-9.370247441322212
7886,1152.841717183928,-9.011164973118726,-6.749619401464603,-5.436602879684949,-3.080117798944578,-9.545372309190457
7887,885.8483438193596,-5.18296644194908,-7.989026467732098,-9.796413087822232,-6.125213691076428,-9.538220169277198
7888,351.8266043431886,-5.674778731985122,-4.338583032844004,-5.893946834255486,-3.688644977533279,-4.968568802133104
7889,927.2924857847808,-9.279122022596498,-5.965834197464113,-9.026613954441672,-7.261213385834805,-4.9020973113489035
7890,891.5666279987004,-9.528384579295984,-4.280328136515085,-5.997122289266844,-7.968864675647984,-9.601057804857351
7891,954.4517076481898,-5.149660791190948,-5.0256924856679674,-9.736066033843436,-8.15753946592755,-6.292161084213762
7892,696.392750011115,-6.815384719246655,-7.338229653874412,-8.437843760988192,-3.3618260150951085,-9.72794670945026
7893,3208.069055418381,-3.4964640140671297,-9.152776319805907,-3.31662050910371,-8.365413947579786,-8.315271748325918
7894,942.2261283151742,-8.829174949749092,-6.422973185882661,-4.890784480528002,-3.855555844630966,-7.394578856309998
7895,390.3661850529798,-4.6301477421833175,-8.085681491109867,-9.43076658458097,-5.080138219426579,-5.871316232383984
7896,1223.311020329627,-3.24714267254739,-7.231011098568017,-9.169708743166598,-7.4728611190986864,-9.08634910097916
7897,1658.2060480242844,-6.62553356380759,-5.699671693842831,-7.213697746393859,-7.452102536156261,-9.5029953731339
7898,733.2450866254424,-9.43290788906572,-4.74481670652571,-6.00121055819356,-4.153081576184064,-5.902408309339386
7899,229.3735336889891,-5.757756501872564,-3.9933316150755864,-6.131412483598605,-5.364094529457413,-4.897853902001544
7900,571.8857387859108,-8.977688722328722,-4.309671061242525,-4.726825896020036,-3.4471124151995203,-9.39034446217108
7901,1946.485318739513,-9.02720759780248,-4.966972563891066,-4.016035806035683,-7.218026300293193,-9.024451380191389
7902,1346.344001540311,-4.948643213211,-4.481336450360709,-9.5191583947011,-8.179329555232297,-9.351574336967904
7903,526.7277023902228,-5.5135224608885895,-7.334259071022565,-9.299842745083064,-3.1061134692082217,-9.571352222269104
7904,1628.4438577432102,-9.674023631825923,-7.109514175677765,-10.09300628626964,-6.764305250073965,-9.396857171805916
7905,1209.3511702036449,-5.466765700850355,-6.2054392899491315,-9.167883945136724,-7.876731863181419,-4.398876750254679
7906,1185.4297431556645,-4.868356613810691,-7.984310899508854,-5.317489590383931,-7.796897235371558,-9.295050519471111
7907,662.1215069846062,-5.201355720380466,-6.280956080241402,-3.615276108075433,-8.15833758308029,-9.065780030363731
7908,1403.1918361419405,-8.446296856993856,-8.733541956054923,-3.321991343554789,-6.392410273165339,-8.724865028882645
7909,1606.782876226057,-5.656642672850015,-4.217435397012125,-9.427855528096163,-3.2265804790004298,-4.751809823495491
7910,562.7694127736396,-9.214973774348849,-9.053117947374233,-9.296011863709872,-5.291628305481023,-4.014816400054354
7911,1683.8802473051796,-9.431818073842749,-5.90657776520443,-9.51953058691234,-6.112600823163628,-5.483779737700153
7912,1012.5972903483174,-3.9597475337742463,-4.024749012262546,-4.487606660969645,-3.8542200864368064,-5.203911573273246
7913,1111.2141202465991,-6.205027458202493,-9.782000259681691,-5.4759241395349605,-3.3207328830316514,-4.855752540775914
7914,1117.3055067140697,-3.220437532883364,-9.604562576414336,-4.802317993430181,-7.800463363696757,-4.420967361250843
7915,2043.8352180596448,-4.53979228232408,-4.853641246678419,-5.406103567668828,-7.273485382665107,-8.414604022062496
7916,639.4237576256669,-9.173074758589053,-5.149916402171984,-6.333108923931833,-7.517121510936105,-9.19421085544847
7917,991.4409596657164,-3.800893426182326,-5.4018312778259485,-9.32106516486183,-4.426091084687988,-9.072112354968416
7918,249.19259311032985,-4.477295417796199,-4.606208747838376,-5.254350229590362,-4.837365622510445,-9.188737357046444
7919,815.667059689067,-4.728963422491932,-4.775633732016492,-9.7446992084066,-8.254214999521443,-8.359345400136492
7920,973.6857694228252,-4.996284539981166,-4.944289982337695,-7.537726387365091,-6.712271569601449,-5.013202694206496
7921,1691.4821615688088,-3.139808514682336,-4.210341625716353,-8.631979079560098,-6.6928972599405965,-5.212105854469271
7922,363.4984811808651,-8.310607552940354,-7.374846661788165,-3.5277413037260783,-4.202584247262142,-9.47938568287552
7923,1290.069285616128,-7.664571465496328,-4.025916350535484,-9.844534998561064,-8.223969619490662,-9.546112638387514
7924,1098.9872867705897,-9.620295537480112,-7.654428239855472,-9.752279465153848,-4.25714793659876,-5.856671254714627
7925,1721.2662280403038,-7.3569961319454125,-4.448877932178157,-7.799789327166151,-4.847508707327217,-8.85384236150717
7926,1454.6797992512045,-3.99679555589163,-5.247899240336196,-9.294007835980857,-7.608376273750023,-9.010792532363856
7927,1069.5643989903126,-6.029093181320251,-9.270914576362856,-5.306519387879844,-3.351932954506061,-9.494580951526949
7928,1122.1718147636982,-3.956938906503403,-9.574663154493273,-9.61996073382114,-7.816894327501973,-9.55569283056685
7929,1852.4871730367863,-8.247464947720456,-5.156340895241256,-3.771597238296851,-7.110757283044403,-3.996557196489468
7930,4124.245095907318,-5.557468454887634,-6.69467427687105,-9.183767686282176,-7.778410648860068,-8.7148132695227
7931,654.612212407287,-9.565572239630477,-6.470541639372575,-7.454672252765875,-5.883776813320193,-6.069654685438216
7932,876.2242328551982,-3.4277072260022687,-4.841167305818827,-9.737887516513814,-6.535029864482298,-9.170246423201386
7933,2937.15989098658,-4.528693533705634,-5.110557347490594,-8.909762692133068,-4.810626463638826,-8.934121543607517
7934,1130.2095242520434,-9.50344513020174,-9.535755544228948,-7.3556891852712205,-4.60231477585409,-9.79742051224646
7935,961.1873486046442,-5.046406060285,-8.387405310335982,-5.541894196849353,-6.031480683026359,-6.212529452044239
7936,795.3018274400641,-9.45911731627924,-5.962934306027316,-9.76334278633815,-3.128580148862916,-8.93997223913773
7937,1381.4096884070834,-5.039572148174637,-4.852287529843627,-6.828281993565603,-7.959275894993275,-9.241231945190297
7938,792.261713638258,-8.935294162328995,-5.816101971212458,-4.191466238699619,-7.744464000985858,-9.455675365193915
7939,1684.0101390422558,-4.643558845090104,-9.599296682750367,-6.137443742555834,-4.706834168457331,-5.151665329878078
7940,837.590006297927,-3.919862808590432,-9.844704022531731,-4.5832611535940035,-7.245788756506012,-6.402854040880603
7941,1436.4144761843909,-8.776853868431465,-7.410507487816453,-3.885876110607835,-6.981230043782637,-5.480853809855105
7942,1769.9032765801292,-8.80966675134395,-4.49432688965382,-3.3591683056798525,-7.811879883712541,-8.924655815473917
7943,828.1067676020709,-9.197606420288214,-4.241713065514859,-5.831161027076839,-3.266496897080229,-6.159276467226753
7944,2296.838686544249,-9.065094537743684,-5.573306162639785,-8.619957802897796,-3.720945079803131,-4.439114971772454
7945,1551.735359713374,-5.8695013376284875,-5.2943293577487065,-6.9171313043580955,-3.1629488207890306,-9.341041446088097
7946,1351.4000850022426,-9.014696122640816,-5.366587446496639,-4.212070895210537,-3.638593983257585,-6.08178432872809
7947,842.6022986796647,-3.4308221856743932,-6.595255439013815,-9.302804993568133,-3.4595957527099683,-9.353272817353668
7948,3143.0880385267747,-5.189917074909782,-8.745787100670835,-9.157758466059835,-5.34764513597382,-8.957631692828102
7949,3058.1666950772938,-3.1167400066612987,-8.434643815645334,-8.060130542892967,-5.59136112450926,-8.400066988400104
7950,1193.2208952327858,-3.843240960033805,-8.98180838547564,-9.019101512335398,-7.120703327549671,-4.146303608578173
7951,413.4324287240847,-5.2852752722420675,-8.604032254788311,-6.184380731215614,-5.907733425704418,-5.951590833111659
7952,621.0762902429434,-9.727558461428616,-7.959540508180881,-6.563003834992092,-4.406322352388704,-6.6084251376841365
7953,838.6138441351358,-9.083491623513856,-4.727008045235431,-4.588235690986656,-8.092441981582725,-6.103699020191278
7954,1809.2576054224776,-5.124822720077764,-7.664912803796488,-6.084619643586226,-4.204944694399416,-9.037594035749224
7955,2471.755724157435,-4.319948172325262,-8.999554826596734,-3.2438927232736607,-5.822855998707853,-8.536939489417554
7956,950.486338451944,-4.062865467698827,-4.885332585400622,-5.632267287011846,-7.614330797905502,-9.251608790810373
7957,746.4913595734979,-4.15215309211755,-8.98526394810035,-4.771434262955303,-4.149903302662195,-5.210232562565188
7958,1077.5057648598895,-9.615149323789788,-9.56611811282837,-5.488540492473654,-3.5284993151031605,-9.462814549407856
7959,1067.576807804821,-8.709657344053085,-6.031940987006619,-3.1112575261652067,-7.813087582218894,-9.12692074759007
7960,1629.5749301999924,-3.687343224915408,-4.883425874974078,-9.11300291045899,-5.144482558083447,-8.971270841501427
7961,545.2643316907273,-6.156369254548156,-6.067429022523121,-5.007296161233965,-3.3589768264365056,-4.86585075012598
7962,1633.6365738371967,-9.096326095236016,-7.770445777078646,-9.750859772880135,-8.082218123755478,-8.430349813186432
7963,627.800009193967,-9.14351515481121,-7.443773183190711,-9.23997495026949,-5.3997147718639695,-4.022140598445783
7964,862.3585572351064,-9.588554370324252,-4.080009024997175,-6.3128127333481885,-3.571765616857091,-9.64565455110283
7965,2697.969650673769,-7.731898813818936,-9.818531230840378,-4.7215176927998375,-5.16637272653485,-8.812663148040988
7966,1293.0548555716855,-9.551619768893874,-4.615255730115898,-9.83658982674252,-7.23101448434979,-9.714076261000123
7967,2626.684287668549,-9.690024333383825,-6.5109046891254865,-9.656557879071192,-5.028633659055942,-9.582976884965117
7968,1493.3096194870452,-9.524340201720143,-7.134320639560317,-9.677096835595346,-3.3196706716098965,-6.682253101990714
7969,879.6870193072452,-9.936469958600966,-5.032396187530622,-9.465237437546984,-5.270922975616284,-9.704887267438842
7970,621.3582238811483,-5.724398161402664,-5.9210954347934965,-6.843176896072509,-4.707405433292156,-9.204099656444384
7971,355.51523546468394,-4.964263203593666,-6.257556507570435,-6.618523280457186,-4.9261446689409665,-6.179498469111008
7972,648.7435869133961,-7.342753013652168,-4.202816730774009,-5.384161595473218,-3.0650731085160277,-4.71756373231998
7973,779.58926646743,-5.558331210321593,-7.426100507245399,-9.459245414885666,-5.163145826762569,-5.055964909713404
7974,3685.3125990765375,-6.181882999047854,-6.8653030320627435,-9.410845539683528,-3.1016630372795095,-9.241358777198124
7975,1051.0956699957544,-9.435594727197644,-5.547798664419348,-7.498855098839813,-3.373327484395048,-7.691934838425568
7976,1646.654290505793,-8.623692892362472,-7.00965950553718,-3.711081104732608,-7.1431265030953535,-8.981479831344164
7977,1054.0031929838372,-9.226153435593597,-9.437179093813674,-6.829617787655852,-4.254074050771054,-5.670995460429477
7978,1177.9746885861114,-8.594058541485548,-5.4825699529192455,-4.829972605711566,-7.729133874434473,-4.888440668631138
7979,1390.1135681019298,-9.266614342984669,-6.211049886289917,-6.094154016440306,-4.288008075474886,-9.181950842628236
7980,438.11941219328617,-3.680262049804286,-5.65955743668181,-9.493760087561354,-6.024152522591819,-9.390209201246934
7981,1121.2624344850938,-8.471863360029623,-4.920858222657121,-3.19785647027152,-7.41198903161395,-8.798350697852879
7982,2523.523900174492,-9.565091200604051,-9.696198280512284,-9.12045434301424,-3.4568597260919613,-6.543565799790232
7983,497.5950800073134,-6.8143718415985335,-5.985784007486742,-9.73363871951234,-3.814460252025999,-6.632331413128012
7984,681.3247131790124,-8.88664013555303,-8.618903020370647,-4.8313818961591775,-5.192876572129873,-6.5035061021103155
7985,770.6490591188646,-6.856218722212029,-8.358974843020889,-9.470318716514193,-3.1438181402464607,-4.878575102970139
7986,635.8238922480946,-8.119316888484905,-5.113347252659453,-4.195457393724655,-4.69520971733745,-7.126984103621488
7987,1024.165993553118,-4.4401769899594745,-4.029449675300625,-6.040768822367608,-3.534806765915399,-9.120672312724457
7988,2590.950367865514,-8.976016230497997,-6.281605034948193,-7.760351672540515,-7.780883155295312,-4.154544148397276
7989,1434.8850339340684,-4.62292386466305,-5.27060806107913,-5.1404777757361435,-7.484572587749092,-9.017910331680609
7990,1657.1528187670572,-5.1072550239873715,-9.728372509136689,-8.845913991758374,-6.152403948761834,-5.348782659032104
7991,1266.8084002060878,-5.0361089863962185,-4.595112373731368,-6.69869650862881,-3.206616918174761,-8.682781395799951
7992,889.6693709213334,-4.579012543608073,-7.221925958091926,-9.207238956976008,-5.430572578517582,-7.787521993152283
7993,1185.032294940793,-5.761660243400733,-8.393476429247727,-9.737540582863032,-3.061519647193937,-6.222997220811089
7994,1650.3062325116816,-6.658500692062301,-7.168332798864458,-6.415945256738825,-7.697375637719341,-9.29882598479652
7995,647.6179402416574,-5.126892473943344,-4.891005417320844,-9.327084272504324,-7.319966264526875,-5.007884440473541
7996,948.2700832515226,-5.29246524974297,-6.799687153871482,-5.125533042536338,-3.293273901141732,-9.573722283000908
7997,1180.0083623713297,-3.3838825215569663,-4.272939469224665,-4.49083894346797,-3.5048197862964603,-8.826173999146404
7998,962.0958693614458,-9.544592036455272,-5.254029449707461,-6.068941826709516,-7.396867093489646,-9.289702246775803
7999,1055.8952211940789,-9.043368740956536,-5.6628985506789915,-8.947916017897139,-7.56800081313808,-4.22460089309224
8000,635.039992343312,-8.865917561269095,-4.4501139172228426,-5.176372312341615,-4.4505624842853795,-9.716862088641884
8001,1129.4314163248605,-8.847994644967214,-9.315872592696998,-9.271877604160196,-3.960746813034544,-4.427190873145622
8002,1266.493353922879,-3.988411813524746,-9.607367810275452,-9.658047953247763,-6.763934949194894,-9.182426333644504
8003,2276.257254599961,-8.152966332201563,-7.6936374595780785,-8.472746075442334,-6.290608985360827,-8.621772087898512
8004,1522.2338060726777,-9.506519427752869,-4.322853821961006,-4.988806207642151,-4.146590150283821,-9.386586775754424
8005,936.689990507462,-5.0236536388275965,-7.390405209002773,-5.022366615298758,-4.174404702142697,-5.62367621521245
8006,662.4601647183143,-6.577305287458242,-9.392188109752656,-3.625092704258791,-3.1259260592937723,-9.333682211027476
8007,1379.721300074969,-8.36882697535533,-7.275124732394929,-3.071051212959291,-7.53288850454467,-8.190446713215787
8008,730.6670986077377,-5.24332643248319,-5.948354346762379,-5.540727220588648,-4.802585541493907,-5.011360345856321
8009,826.4913094875224,-4.768253234072355,-9.87530395638494,-5.8902031449845715,-3.4126475216303023,-4.64634483146441
8010,878.1334604449931,-4.12627562635931,-6.241505382665663,-3.995726941647148,-3.826301702453412,-9.172044556150508
8011,3223.115324994935,-4.146935299606193,-8.536159181793922,-8.654493441356855,-3.374003713179687,-4.3216436810719285
8012,1564.244960277107,-3.4858849893931043,-7.427151713440618,-5.528782511753624,-4.612539491198161,-9.1998985018243
8013,705.076627612045,-3.933496250531203,-7.183438213700967,-5.932125543488425,-4.081810554985848,-9.365387845818894
8014,686.8776551473776,-7.263279803696799,-5.2886363125369105,-6.499200874452396,-6.953750687904912,-9.616886442455932
8015,548.3553827131045,-5.270955034232672,-9.587869646325098,-5.912728919512743,-4.218460595054122,-6.3887378769327325
8016,632.8149941448805,-5.000493663282464,-4.651202352453313,-5.623802522307397,-7.286041855965518,-9.84408577977166
8017,1452.6529616004464,-3.6821437799085617,-7.579798690016767,-9.24157439061498,-7.170535561284515,-8.938119100145826
8018,571.7911651697655,-9.438405816459753,-7.318435412281742,-5.593102804394928,-3.646716551483273,-7.113551990140482
8019,2240.786502390609,-6.545780879514651,-10.099507982716307,-9.731784598074796,-3.793684940849623,-5.626663327363112
8020,1443.672963042766,-9.634014191579926,-6.606947587208868,-7.305577727719202,-4.94719365280852,-9.384657079243516
8021,1499.9487146966237,-5.9998211514241335,-7.78569482852563,-6.105405571914253,-7.07877661474039,-9.367122894121392
8022,1357.7428757013188,-8.476775849668924,-5.370784677634572,-3.0908229280533894,-7.523550623447039,-8.31859972411991
8023,1089.4161252508566,-4.542893757762432,-7.758204002466347,-3.819121298365359,-7.868081553688694,-4.8607266882818365
8024,1357.9225402152165,-8.722745537814982,-5.304551230755994,-3.597092299609407,-6.681606065751872,-4.68056791414297
8025,851.34111722594,-9.663133648471543,-5.608153580272604,-9.782791873122886,-7.107110288495778,-9.67885855275163
8026,1515.5245384173345,-5.0007486338023215,-6.929657326193375,-9.636547366029356,-4.1772256688996015,-6.474319016619509
8027,2267.391284102854,-9.220763572361356,-7.248199309203647,-9.541070314683775,-3.945334835945935,-6.069779555080869
8028,744.5922062056851,-9.060063922481788,-5.024395088848255,-4.628275244400287,-2.992725264192243,-6.780406436892404
8029,899.730632400139,-9.643410636892474,-6.50072718673978,-9.027103104407129,-3.942609915297083,-9.815319103177288
8030,1154.004429323313,-8.389858177783397,-5.858108435427459,-3.852156217865262,-7.701748106310924,-8.576288798032945
8031,458.8271282142272,-3.057861557249572,-6.819355792239688,-7.766553504606864,-4.689495640894823,-5.452631762727805
8032,1998.4861334227287,-4.60379949673563,-5.81275993454042,-8.280175309112618,-4.57484022379127,-6.503569188139151
8033,1524.4068745668465,-9.048631950531488,-4.139661380328779,-9.346733877858789,-7.7819440807808915,-8.936678780908212
8034,1548.146552491665,-4.244456818389698,-6.000031209591535,-5.909321110133176,-6.908707430025766,-8.598468473969831
8035,645.1907729103227,-5.702513641889094,-5.736609112988366,-5.822804664019805,-4.096585614897348,-4.138353287515918
8036,2156.85283271973,-4.907505392122972,-6.615520752043448,-5.251355276548635,-4.94924578724865,-9.021065026448944
8037,1166.2511658935302,-8.883114191124386,-7.133257834616538,-9.770778307096268,-4.23892666248308,-6.9681674090237244
8038,1795.8650666327003,-3.905066367032874,-9.388006784953676,-5.00831287984296,-7.39201839076548,-4.264420632037529
8039,1225.8872600853065,-8.709242930159704,-6.839859956205759,-3.131875650898489,-7.355189809415993,-4.596461643238428
8040,1075.2637804173237,-9.163898107858474,-5.082866375197362,-5.388342547755104,-7.075687411919052,-4.943933242352797
8041,1583.7930625885456,-3.810721528620582,-4.401340653365508,-9.017074191359873,-7.325903633257355,-8.92799957809064
8042,1838.0204039247108,-9.566433845570842,-8.677694120557994,-9.968128357625258,-4.604410232906519,-9.557088899857286
8043,1362.497780699826,-5.6974912854541095,-4.17440549189431,-9.604076815794617,-4.290838410406496,-9.224817534083083
8044,3146.386966072569,-8.952983367980973,-9.072445518616336,-8.834500042599132,-7.2955599024900515,-4.00123848887307
8045,1125.4800348422168,-9.45494275743449,-7.996248567566309,-6.033317067013343,-3.1390439613057706,-6.516963935894011
8046,1888.0880588142677,-8.655872764803213,-4.778864040667305,-3.9711221446100655,-7.183895258594792,-5.267765320746671
8047,1037.7792166376162,-4.5173709318772834,-5.26288735601401,-9.035543192542416,-3.3376410358050803,-4.170957081997121
8048,926.9426548861518,-4.004465116304055,-4.2939706481770195,-3.758073435149328,-3.5662973518193195,-9.024169010110995
8049,963.3591358296568,-3.9695152400739806,-6.15052576623904,-3.588695395315796,-7.559923594893364,-9.28800755410022
8050,1161.1781649667528,-8.445569066151153,-5.8335643289604535,-3.146386930415539,-6.994650867428898,-4.829994907425093
8051,610.533418505014,-5.144219126948749,-4.583727968861202,-4.929353547517266,-4.111307664213518,-9.519337587911137
8052,3332.1210062799123,-3.281611686557458,-4.946043975540514,-3.1014338706795064,-7.506160134231462,-7.717346704144786
8053,851.1100994442305,-9.125593687783862,-4.225710157682835,-4.074272916721542,-5.225261721482384,-6.872968990898845
8054,754.9159225698585,-8.880852792153721,-4.604291969411822,-4.083741091677246,-5.0451526359375505,-9.372154266233467
8055,1260.9477939168785,-8.585616106692525,-6.983205625466243,-4.47601743024308,-7.610925017203807,-9.236565096755342
8056,1886.7144270945116,-3.608297925335578,-4.95660175212958,-9.053641728443898,-3.5776557537202835,-8.961494656069855
8057,1146.817508632922,-4.848286190819551,-4.148384570012988,-9.620937762844353,-3.766766385034901,-6.050408162559803
8058,932.68385063999,-4.836612247367953,-7.6650161116856275,-9.759896477321991,-3.0854398011547746,-9.382375714185429
8059,1303.2989787630302,-6.20168191403327,-6.249153858104958,-5.6201159952627435,-4.382527598242067,-6.305657723502977
8060,779.0420989049153,-6.332664929282807,-6.714736130646547,-5.3595750626428345,-4.383088396045493,-5.931394211765507
8061,353.4961675989237,-9.352992247102664,-5.495095806231802,-4.825097590458487,-5.7761125306336805,-9.90421423804258
8062,2009.9796388970312,-4.55572571732626,-5.401960833139668,-9.181716073021969,-7.578041190043731,-8.808310944612293
8063,1352.5564680758066,-9.368292045957704,-5.168822834998884,-5.1893493097008,-6.504565133158087,-6.461081479504091
8064,712.6593518640701,-9.480940185888132,-6.958141426835247,-6.192314937260073,-4.19665495188001,-9.492877247494407
8065,727.8678094311191,-3.315419514044787,-9.651868546646106,-9.602468749888631,-4.921649082810447,-5.437090582351457
8066,1105.0990299193545,-9.36085768750593,-7.448829221353532,-6.04715002116692,-6.038604056571448,-6.465200401265724
8067,813.5857887442171,-3.970901629428756,-5.302798285548632,-9.670780615753008,-7.975902457476056,-5.775644312224464
8068,898.7104305319847,-3.5862763943647704,-6.595562992122609,-3.283108561322276,-8.196352476146814,-8.888118853239407
8069,826.9031933253399,-7.8289581044057135,-4.034039626248142,-5.736886673628824,-6.936730141581483,-4.4988372451154595
8070,1162.6471526612554,-9.350645838078712,-4.415918899294823,-6.378667446492238,-3.6745111009404017,-5.908705473079179
8071,1615.1074387787955,-4.0225435682538295,-9.728110511548008,-9.296295574540522,-7.205352617503384,-6.766312499537079
8072,1076.0259072812414,-3.5634936863181546,-9.640632175943992,-9.439363372810018,-3.2396266253626136,-9.094847641705524
8073,711.8988586241159,-6.784487553474982,-8.278762254270044,-8.777772616095536,-5.466350226066218,-9.013931621772835
8074,808.9062136088041,-4.183888100894947,-5.155693048531224,-6.2984906964301235,-3.8267543099264834,-5.355742469998885
8075,1445.898150441867,-3.95735091141844,-9.250661926764256,-3.8475019983034393,-7.575072787711216,-8.654370673355297
8076,562.6906386372705,-9.70213200457182,-3.9789335659382137,-6.997664035186333,-6.269165228472728,-7.786797840171856
8077,1752.008300168288,-4.308813609286329,-9.51682634609118,-4.172753042258065,-3.066254843182158,-4.515001863500431
8078,1037.1347098202034,-3.820342629450663,-9.735824035954456,-9.54963330715613,-3.2229759630522636,-5.462673172467264
8079,1641.6809930321035,-9.53048156567336,-7.358034661876261,-9.00108215729096,-4.0724715749261735,-9.5145501982457
8080,689.8866484548612,-4.858033802140058,-8.536684008045109,-9.660504021602629,-5.115253593885958,-8.584385108075132
8081,1103.3981551294298,-9.054441453251254,-6.920360245131724,-4.2795046568279895,-3.440005106939646,-9.434606138492386
8082,1286.9099441307371,-5.799871950126333,-4.16143068095868,-9.285804812887411,-5.993606755612925,-9.485254243716122
8083,1051.7035146076892,-9.307131021069631,-7.243323620247182,-4.668877646502334,-7.798857628524915,-6.027499252202662
8084,1411.3076614083393,-8.045598403708777,-5.226698449214324,-3.9968847578996303,-7.382945440084704,-6.3736912548072695
8085,1352.045664788183,-4.979433530675059,-6.768911629829953,-9.227619022908712,-6.984967161466736,-9.186054979696362
8086,1032.0615168404831,-5.155801534004259,-6.394478645690507,-4.61922271125703,-6.961801564812248,-5.447688856036741
8087,823.7139269114185,-8.92959350535335,-5.920958768809807,-7.190605543961381,-4.174704272147021,-4.380906949512833
8088,3709.97558434418,-8.915110550759639,-6.509594466328558,-4.268824898896039,-5.9408353569498376,-4.645549782796653
8089,701.5880272190414,-8.778840948984262,-6.796059170796565,-3.7968601073759074,-7.113092193031946,-4.3218356366928
8090,1430.9000815696716,-9.325615720876176,-4.032650452825054,-9.820113159657732,-7.736200731407736,-8.823222781188903
8091,485.58393202578446,-9.429990156580198,-4.718424671521311,-6.471964228776592,-4.134476493959282,-9.49050052032322
